raza,estado,municipio,localidad,altitud,precipitacion,temperatura,color_grano,hileras_mazorca,longitud_promedio,cat_altitud,cat_temperatura,cat_precipitacion
maíz raza olotillo,oaxaca,san miguel tlacamama,san miguel tlacamama,256.0,1295,27,['blanco'],8,17.5,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,san miguel tlacamama,san miguel tlacamama,256.0,1295,27,['blanco'],8,18.9,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,san miguel tlacamama,san miguel tlacamama,256.0,1295,27,['blanco'],8,19.4,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,san miguel tlacamama,san miguel tlacamama,256.0,1295,27,['amarillo claro'],10,19.9,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,san miguel tlacamama,tlacamama,256.0,1295,27,"['blanco', 'rojo']",9,13.4,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,san miguel tlacamama,san miguel tlacamama,256.0,1295,27,['amarillo claro'],12,18.5,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,san miguel tlacamama,san miguel tlacamama,256.0,1295,27,['amarillo claro'],8,16.9,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,san miguel tlacamama,san miguel tlacamama,256.0,1295,27,['blanco'],10,20.1,bajas,caliente,abundantes
maíz raza olotillo,mexico,tejupilco,pantoja,1705.0,1058,19,['blanco'],10.8,18.27,mediana altitud,templada,abundantes
maíz raza olotillo,puebla,xochiapulco,la manzanilla,1838.0,1384,16,"['blanco', 'rojo', 'azul oscuro']",no disponible,no disponible,altas,fría,muy abundantes
maíz raza olotillo,puebla,xochiapulco,la manzanilla,1838.0,1384,16,"['blanco', 'azul oscuro']",no disponible,no disponible,altas,fría,muy abundantes
maíz raza olotillo,hidalgo,agua blanca de iturbide,ranchería potrero monroy,1767.0,1304,16,['blanco cremoso'],11.2,16.65,mediana altitud,fría,abundantes
maíz raza olotillo,hidalgo,agua blanca de iturbide,ranchería potrero monroy,1767.0,1304,16,['rojo'],12.8,15.64,mediana altitud,fría,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la nueva luz,643.0,974,24,['blanco'],9.2,13.245,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la nueva luz,604.0,962,24,['blanco'],9.55,19.9,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,tantoyuca,el mezquite,93.0,1223,24,['blanco'],9.2,18.6,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,tantoyuca,el mezquite,93.0,1223,24,"['amarillo', 'rojo naranja', 'amarillo', 'rojo naranja']",9.6,14,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,la union de isidoro montes de oca,el chico,45.0,996,27,['blanco cremoso'],10.8,19.1,bajas,caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,benito juarez,beníto juárez,267.0,1326,23,"['amarillo', 'jaspeado']",10.4,16.6,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,río molino,613.0,1020,24,['amarillo claro'],9.75,17.81,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,el tapanco,733.0,1026,23,['blanco cremoso'],10.15,17.875,bajas,semi-caliente,abundantes
maíz raza olotillo,quintana roo,jose maria morelos,ejido tabasco,41.0,1187,25,['blanco'],no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,cerro toro,521.0,992,25,['blanco'],9.45,19.375,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,piedra cuache,369.0,1051,25,"['blanco', 'amarillo claro']",10.2,15.855,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,venustiano carranza,belem,585.0,1124,25,['blanco'],10,15,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,venustiano carranza,"belem, 3 km venustiano carranza",585.0,1124,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,puebla,tecomatlan,san miguel de lozano,1009.0,658,24,"['blanco cremoso', 'negro']",10,17.6333333333333,bajas,semi-caliente,intermedias
maíz raza olotillo,puebla,tuzamapan de galeana,"en el centro del ejido ricardo flores magón, aledaño a la localidad ricardo flores magón",219.0,1908,24,['blanco'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,puebla,tuzamapan de galeana,"en el centro del ejido ricardo flores magón, aledaño a la localidad ricardo flores magón",219.0,1908,24,['blanco'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,puebla,tuzamapan de galeana,"en el centro del ejido ricardo flores magón, aledaño a la localidad ricardo flores magón",219.0,1908,24,['blanco'],10,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,puebla,tuzamapan de galeana,"en el centro del ejido flores magón, aledaño a la localidad ricardo flores magón, a 25 km de cuetzalan y cerca de reyeshogpan",219.0,1908,24,['blanco'],9,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,puebla,tuzamapan de galeana,"en el centro del ejido ricardo flores magón, aledaño a la localidad ricardo flores magón",219.0,1908,24,['blanco'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,puebla,tuzamapan de galeana,"en el centro del ejido ricardo flores magón, aledaño a la localidad ricardo flores magón",219.0,1908,24,['blanco'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,puebla,tuzamapan de galeana,"en el centro del ejido ricardo flores magón, aledaño a la localidad ricardo flores magón",219.0,1908,24,['blanco'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,puebla,tuzamapan de galeana,"en el centro del ejido ricardo flores magón, aledaño a la localidad ricardo flores magón",219.0,1908,24,['blanco'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,catemaco,san juan seco de valencia,403.0,1721,23,['blanco cremoso'],9.4,17.3,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,axtla de terrazas,"ensenada, chalco",102.0,1576,24,['amarillo'],8.8,17.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,axtla de terrazas,"ensenada, chalco",102.0,1576,24,['amarillo'],9.6,17.2,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,axtla de terrazas,"ensenada, chalco",102.0,1576,24,"['blanco', 'amarillo', 'blanco', 'amarillo']",10.4,17,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,ixcatepec,papatlalillo,194.0,1171,24,['blanco'],11.2,15.6,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,ixcatepec,papatlalillo,194.0,1171,24,['amarillo'],10.8,17.2,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,hueyapan de ocampo,"santa rosa cintepec, carretera catemaco-acayucan",479.0,1705,23,['blanco cremoso'],11,20.26,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san lucas ojitlan,san josé laguna,95.0,2243,25,['blanco'],11,20,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,papantla,"benito juárez, comunidad benito juárez",196.0,1631,23,['blanco cremoso'],11.6,19.02,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,villa de tututepec,santa ana tututepec,443.0,1323,26,['blanco'],12,18,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,villa de tututepec,santa ana tututepec,443.0,1323,26,['blanco'],9,17.1,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,villa de tututepec,santa ana tututepec,443.0,1323,26,['amarillo claro'],11,18.2,bajas,caliente,abundantes
maíz raza olotillo,guerrero,chilapa de alvarez,ayahualulco,1420.0,1126,21,['blanco cremoso'],9.6,15.4,mediana altitud,templada,abundantes
maíz raza olotillo,oaxaca,san baltazar yatzachi el bajo,hidalgo yalalag,790.0,1040,23,"['blanco', 'azul oscuro']",9,15.1,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,el caulote,160.0,1058,26,['blanco cremoso'],10.7,17.53,bajas,caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,san andres tuxtla,"mazumiapan, carretera rincón de zapatero-el laurel",22.0,1318,25,['amarillo claro'],10.4,14.23,bajas,caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,san andres tuxtla,"mazumiapan, carretera rincón de zapatero-el laurel",22.0,1318,25,['blanco cremoso'],10.8,16.05,bajas,caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,san andres tuxtla,"mazumiapan, carretera rincón de zapatero-el laurel",22.0,1318,25,['blanco cremoso'],11.4,16.13,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,el tamarindo,440.0,1032,24,['blanco'],9.7,17.945,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,catemaco,la candelaria,480.0,1730,23,['blanco cremoso'],10.6,12.9,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,catemaco,la candelaria,480.0,1730,23,['blanco cremoso'],11.2,12.2,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,tuxpan,"san josé el grande, 1 km de la congregación dirección noroeste",153.0,1308,23,['blanco cremoso'],10.4,20.55,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,santa martha loxicha,709.0,986,24,['blanco cremoso'],10.1,17.545,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa maria huatulco,bajos de coyula,19.0,1125,26,['amarillo claro'],11,17.2,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,santa maria huatulco,bajos de coyula,19.0,1125,26,['blanco'],11,14.9,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la nueva luz,440.0,997,25,['amarillo claro'],9.6,16.225,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la nueva luz,440.0,997,25,['amarillo medio'],8.7,17.525,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,salto de agua,buena vista,77.0,2255,26,"['blanco', 'azul']",12,17,bajas,caliente,muy abundantes
maíz raza olotillo,chiapas,salto de agua,buena vista,77.0,2255,26,['amarillo claro'],11,17,bajas,caliente,muy abundantes
maíz raza olotillo,puebla,tilapa,colonia san miguel tilapa,1239.0,720,22,['blanco cremoso'],10.3333333333333,no disponible,mediana altitud,semi-caliente,intermedias
maíz raza olotillo,hidalgo,san felipe orizatlan,texcatla,212.0,1686,24,['amarillo medio'],9.6,15.11,bajas,semi-caliente,muy abundantes
maíz raza olotillo,guerrero,olinala,san lázaro,1769.0,931,20,['blanco cremoso'],12.4,18.2,mediana altitud,templada,abundantes
maíz raza olotillo,oaxaca,san mateo rio hondo,el cuachepil,2383.0,1184,15,"['blanco cremoso', 'amarillo claro']",9.85,16.38,altas,fría,abundantes
maíz raza olotillo,guerrero,chilapa de alvarez,zoquiapa,1792.0,1140,19,['blanco cremoso'],10.8,17.2,mediana altitud,templada,abundantes
maíz raza olotillo,hidalgo,yahualica,mecatlán,446.0,1557,23,['blanco'],10,16.8,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,yahualica,mecatlán,446.0,1557,23,"['amarillo', 'rojo naranja']",11.6,17.8,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,yahualica,mecatlán,446.0,1557,23,"['amarillo', 'amarillo naranja']",10.4,16,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,yahualica,mecatlán,446.0,1557,23,"['amarillo', 'amarillo naranja']",10.4,14.8,bajas,semi-caliente,muy abundantes
maíz raza olotillo,guerrero,san luis acatlan,tuxtepec,868.0,2140,23,['azul oscuro'],11,16.16,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,mecayapan,"al sur de la localidad cerro de la palma, carretera federal libre a mecayapan",153.0,1728,25,['blanco cremoso'],12,17.2,bajas,caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,mecayapan,"al sur de la localidad cerro de la palma, carretera federal libre a mecayapan",153.0,1728,25,['blanco cremoso'],12.8,14.78,bajas,caliente,muy abundantes
maíz raza olotillo,guerrero,san luis acatlan,cerca de yoloxochitl,284.0,1574,26,['blanco cremoso'],13.6,17.6,bajas,caliente,muy abundantes
maíz raza olotillo,guerrero,san luis acatlan,cerca de yoloxochitl,284.0,1574,26,['blanco cremoso'],11.33,16,bajas,caliente,muy abundantes
maíz raza olotillo,guerrero,san luis acatlan,cerca de yoloxochitl,284.0,1574,26,['blanco cremoso'],11.33,19.83,bajas,caliente,muy abundantes
maíz raza olotillo,guerrero,san luis acatlan,los achotes,284.0,1574,26,['blanco cremoso'],11.33,18.66,bajas,caliente,muy abundantes
maíz raza olotillo,guanajuato,xichu,organitos,1158.0,523,21,['blanco'],10,20.05,bajas,semi-caliente,poco abundantes
maíz raza olotillo,veracruz de ignacio de la llave,san andres tuxtla,"coyoltepec, camino ejidal tilapan-río tuxtla",39.0,1401,25,['amarillo claro'],12.8,14.9,bajas,caliente,muy abundantes
maíz raza olotillo,durango,mezquital,huazamota,601.0,829,25,"['blanco', 'amarillo claro']",10,17,bajas,caliente,intermedias
maíz raza olotillo,oaxaca,san bartolome loxicha,la chinilla,661.0,1028,23,['blanco cremoso'],9.35,17.135,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,huautla,"chalingo, barrio palmar",237.0,1320,23,"['amarillo', 'amarillo naranja', 'rojo naranja', 'amarillo', 'amarillo naranja', 'rojo naranja']",10.4,16.6,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,huautla,chalingo,237.0,1320,23,"['amarillo naranja', 'amarillo']",10,16,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,huautla,chalingo,237.0,1320,23,"['amarillo', 'amarillo naranja', 'rojo naranja', 'amarillo', 'amarillo naranja', 'rojo naranja']",9.6,13.8,bajas,semi-caliente,abundantes
maíz raza olotillo,puebla,tenampulco,cerca de el chacal,87.0,1625,24,['blanco cremoso'],12.6,18.91,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,benito juarez,cerca de la reforma,378.0,1569,23,['blanco cremoso'],10.2,17.21,bajas,semi-caliente,muy abundantes
maíz raza olotillo,guerrero,olinala,olinala,1336.0,934,22,['blanco'],11.2,19.1,mediana altitud,semi-caliente,abundantes
maíz raza olotillo,chiapas,totolapa,totolapa,661.0,954,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,venustiano carranza,sayotitán,1001.0,1195,23,"['blanco', 'azul oscuro']",no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,santa úrsula,855.0,958,23,no disponible,9.6,17.85,bajas,semi-caliente,abundantes
maíz raza olotillo,coahuila de zaragoza,general cepeda,pilar de richarson,1204.0,273,19,no disponible,10,15.05,mediana altitud,templada,escasas
maíz raza olotillo,hidalgo,huautla,chalingo,227.0,1320,23,['amarillo medio'],9.2,16.06,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,los horcones,191.0,1060,25,['blanco cremoso'],10.3,15.01,bajas,caliente,abundantes
maíz raza olotillo,puebla,tilapa,cerca de derramadero,1204.0,724,22,['blanco cremoso'],10,15,mediana altitud,semi-caliente,intermedias
maíz raza olotillo,oaxaca,candelaria loxicha,barrio coyote,162.0,1049,26,['blanco'],9.2,14.308,bajas,caliente,abundantes
maíz raza olotillo,puebla,tlaola,chicohuaxtla,1199.0,2228,18,['blanco cremoso'],10.6666666666667,16.0333333333333,bajas,templada,muy abundantes
maíz raza olotillo,guerrero,tecoanapa,cerca de buena vista de allende,401.0,1497,26,['blanco cremoso'],12.4,14.98,bajas,caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chicontepec,tlanempa común,107.0,1251,24,"['amarillo', 'rojo naranja', 'amarillo naranja']",11.2,17,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,catemaco,"la candelaria, carretera san andrés-acayucan. desviación la candelaria",493.0,1730,23,['blanco cremoso'],10,13.78,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,atlapexco,tenexco ii,302.0,1415,23,['blanco cremoso'],9.6,15.87,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san pedro jicayan,san pedro jicayán,404.0,1390,26,['blanco'],9,18.1,bajas,caliente,muy abundantes
maíz raza olotillo,oaxaca,san pedro jicayan,san pedro jicayán,404.0,1390,26,['amarillo claro'],8,17.1,bajas,caliente,muy abundantes
maíz raza olotillo,oaxaca,san pedro jicayan,san pedro jicayán,404.0,1390,26,['azul'],9,17.1,bajas,caliente,muy abundantes
maíz raza olotillo,oaxaca,san pedro jicayan,san pedro jicayán,404.0,1390,26,['amarillo claro'],8,16,bajas,caliente,muy abundantes
maíz raza olotillo,chiapas,las rosas,cerca de villa las rosas,1315.0,1332,20,"['amarillo claro', 'amarillo medio', 'amarillo naranja']",9.2,20.71,mediana altitud,templada,abundantes
maíz raza olotillo,chiapas,frontera comalapa,cerca de san caralampio,587.0,1335,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san juan bautista valle nacional,cerro marín,74.0,2421,25,no disponible,no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san antonio huitepec,san francisco yucucundo,2313.0,886,16,['blanco'],10,16.8,altas,fría,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,el ocote,735.0,977,24,no disponible,11.1,17.275,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,tecoanapa,lagunillas,389.0,1489,26,['blanco cremoso'],12,16.06,bajas,caliente,muy abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,el respondón,881.0,935,23,['blanco'],8.9,16.125,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,la chinilla,842.0,1028,23,['blanco cremoso'],9.27777777777778,17.7833333333333,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,atoyac de alvarez,rio santiago,695.0,1485,24,['blanco cremoso'],10,16.66,bajas,semi-caliente,muy abundantes
maíz raza olotillo,guerrero,atoyac de alvarez,rio santiago,695.0,1485,24,['blanco'],12,17.26,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,rayon,"milpa vieja, ejido rayón",979.0,688,21,"['blanco cremoso', 'amarillo claro']",no disponible,no disponible,bajas,templada,intermedias
maíz raza olotillo,chiapas,tuxtla gutierrez,emiliano zapata,912.0,1007,23,['amarillo naranja'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,jardín del sur,611.0,970,24,['blanco cremoso'],9.6,17.47,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,huautla,coatempa,189.0,1318,23,['rojo naranja'],9.2,15.8,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,cualac,chiaucingo (chapancingo),1370.0,936,22,['blanco cremoso'],10.8,16.2,mediana altitud,semi-caliente,abundantes
