race,state,municipality,locality,altitude,precipitation,temperature,grain_color ,rows_ear,average_length,altitude_cat,temperature_cat,precipitation_cat
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,La Chinilla,809,1031,23,['creamy white'],9.5,19.725,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,La Nueva Esperanza,852,909,23,['white'],11.2,16.525,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Benito Juarez,Ejido Coachumo,325,1413,23,"['yellow', 'red-orange', 'white']",10,16.4,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,El Ocote,691,984,24,['orange-yellow'],9.84,15.056,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Candelaria Loxicha,Barrio Coyote,161,1049,26,['white'],11.95,15.665,low,hot,abundant
maíz raza olotillo,Puebla,Zacapoaxtla,Tatoxcac,1905,1249,15,"['white', 'light yellow', 'dark blue']",,20,high,cold,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,"Santa Rosa Cintepec, Carretera Catemaco-Acayucan",483,1705,23,['creamy white'],10.2,17.1,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,San José del Peñasco,639,964,24,['white'],9.3,20.025,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,San José del Peñasco,639,964,24,['creamy white'],9.7,18.81,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Candelaria Loxicha,Río los Peces,388,1084,25,['medium yellow'],9.72,17.632,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Candelaria Loxicha,Río los Peces,388,1084,25,"['white', 'light yellow']",10.5,15.81,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Jilotepec,Jilotepec,1369,1607,18,['white'],,,medium altitude,cold,very abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Arroyo Seco,621,993,24,"['white', 'light yellow']",10.45,15.755,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,El Tapanco,508,999,25,,9.8,16.805,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Cerro Sabroso,1203,981,22,['creamy white'],10.5263157894737,20.2631578947368,medium altitude,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Cerro Sabroso,1203,981,22,['creamy white'],9.8,18.67,medium altitude,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Cerro Sabroso,1203,981,22,['creamy white'],9.9,21.655,medium altitude,semi-warm,abundant
maíz raza olotillo,San Luis Potosi,Xilitla,Tlamaya,551,1367,22,['white'],,,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Cerro Gordo,653,997,24,,10.75,17.445,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Cerro Gordo,653,997,24,,10.4,17.12,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Cerro Gordo,653,997,24,['creamy white'],9.9,18.87,low,semi-warm,abundant
maíz raza olotillo,Nayarit,Bahia de Banderas,La Ceiba,82,1355,25,['creamy white'],9.625,14.59375,low,hot,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Mecayapan,"Plan Agrario, Comunidad Plan Agrario",544,1658,23,['creamy white'],11,18.57,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,Tzimol,Manuel Velasco Suárez,668,1063,24,['white'],,,low,semi-warm,abundant
maíz raza olotillo,San Luis Potosi,Tampacan,Totomoxtla,103,1564,24,"['yellow', 'orange-yellow', 'yellow', 'orange-yellow']",8.8,16.6,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tampacan,Totomoxtla,103,1564,24,['yellow'],10.8,15,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Juan Guichicovi,Chocolate,336,1938,24,['white'],,,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Juan Guichicovi,Chocolate,336,1938,24,['white'],,,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Catarina Juquila,Santa María Yolotepec,1746,1248,18,['white'],12,17.3,medium altitude,temperate,abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,El Campanario,1189,907,22,['white'],9.2,16.73,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,Río Guayabal,442,1035,25,['white'],10.4,20.5,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Cerro Gordo,757,997,24,,9.75,17.425,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Cerro Gordo,757,997,24,['creamy white'],10.05,16.82,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Cerro Gordo,757,997,24,"['white', 'light yellow']",10.1,17.795,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,La Nueva Esperanza,865,923,23,"['white', 'light yellow']",8.8,13.83,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,"Cuesta de Laja, Comunidad Cuesta de Laja",153,1527,25,['creamy white'],11.4,12.29,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,Atoyac de Alvarez,El Cocuyachi,553,1414,24,['dark blue'],12.8,16.32,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Xilitla,Nuevo Miramar,1321,791,18,"['yellow', 'red-orange', 'white']",12,22.4,medium altitude,temperate,intermediate
maíz raza olotillo,San Luis Potosi,Xilitla,Nuevo Miramar,1321,791,18,"['blue', 'blue']",10.8,16.4,medium altitude,temperate,intermediate
maíz raza olotillo,Chiapas,Frontera Comalapa,Comalapa,655,1826,24,"['white', 'dark blue']",,,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,Frontera Comalapa,Comalapa,655,1826,24,"['light yellow', 'orange']",14,14.2,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,Coyuca de Benitez,La Lima,316,1184,26,['creamy white'],10,19.88,low,hot,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Platon Sanchez,Tlalpani,163,1362,24,['yellow'],10,17,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Platon Sanchez,Tlalpani,163,1362,24,['yellow'],9.6,14.4,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Platon Sanchez,Tlalpani,163,1362,24,['white'],10.8,16.6,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Platon Sanchez,Tlalpani,163,1362,24,['yellow'],10,15,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Candelaria Loxicha,Río los Peces,368,1087,25,['creamy white'],10.15,14.435,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Cerro de Horno,834,994,23,"['white', 'light yellow']",10.1,16.16,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Cerro de Horno,834,994,23,"['white', 'light yellow']",10,16.0736842105263,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Cerro de Horno,834,994,23,"['white', 'light yellow']",10.25,15.22,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,"La Gloria Huiltepetl, Camino Santa Rosa Cintepec-Juan Díaz Covarrubias",151,1553,25,['creamy white'],13,17.12,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Tuxpan,Francisco I. Madero,153,1308,23,['creamy white'],12.2,18.74,low,semi-warm,abundant
maíz raza olotillo,Nuevo Leon,Montemorelos,Ejido San Agustín de los Arroyos,303,715,22,['creamy white'],11.2,16.576,low,semi-warm,intermediate
maíz raza olotillo,Veracruz de Ignacio de la Llave,Benito Juarez,La Revancha,337,1537,23,"['yellow', 'orange-yellow']",9.6,16,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Ixcatepec,Ejido Poza Azul,259,1221,23,"['yellow', 'red-orange']",11.6,16,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Ixcatepec,Ejido Poza Azul,259,1221,23,['white'],10.8,17,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Ixcatepec,Ejido Poza Azul,259,1221,23,['white'],10,15.6,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Ixcatepec,Ejido Poza Azul,259,1221,23,"['yellow', 'red-orange']",9.6,17,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Ixcatepec,Ejido Poza Azul,259,1221,23,['white'],9.6,16,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,El Tamarindo,639,1031,24,['white'],9.6,15.55,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Cerro Gordo,792,987,23,['creamy white'],9.9,19.555,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Ocote Seco,975,988,23,['white'],9.85,13.675,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santiago Pinotepa Nacional,"Santa María Jicaltepec (Jicaltepec), Aproximadamente a 7 Km de Pinotepa Nacional",512,1415,26,['white'],9,,low,hot,very abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Ocote Seco,968,988,23,['white'],10.6,14.3,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Lorenzo Texmelucan,"La Ciénega, el Carrizal",1343,1142,21,['white'],11,12.9,medium altitude,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Lorenzo Texmelucan,El Carrizal,1343,1142,21,['white'],9,15.3,medium altitude,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Lorenzo Texmelucan,"La Ciénega, el Carrizal",1343,1142,21,['white'],,,medium altitude,semi-warm,abundant
maíz raza olotillo,San Luis Potosi,Huehuetlan,Tanleab Uno,485,1451,23,"['yellow', 'red-orange', 'white']",10.8,18.2,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santo Domingo de Morelos,Santa María Bella Vista,387,1052,25,['white'],9.7,17.025,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Juan Bautista Valle Nacional,Santa Fe y la Mar,105,2485,25,,,,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Juan Bautista Valle Nacional,Santa Fe y la Mar,105,2485,25,,,,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Juan Bautista Valle Nacional,Santa Fe y la Mar,105,2485,25,,,,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Juan Bautista Valle Nacional,Santa Fe y la Mar,105,2485,25,,,,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,Tecpan de Galeana,El Pitero,22,1009,26,['white'],,,low,hot,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,La Nueva Luz,611,974,24,['white'],8.85,17.78,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Rincón del Venado,611,974,24,"['white', 'light yellow']",9.9,18.055,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,La Nueva Luz,611,974,24,['white'],8.78947368421053,13.7,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Rincón del Venado,611,974,24,['creamy white'],9.78947368421053,19.8157894736842,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,La Primavera,611,974,24,['creamy white'],8.6,17.3,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,La Nueva Luz,611,974,24,['white'],8.9,16.525,low,semi-warm,abundant
maíz raza olotillo,Mexico,Temascaltepec,El Peñón,1770,1060,18,"['light yellow', 'red']",9.8,16.48,medium altitude,temperate,abundant
maíz raza olotillo,Mexico,Temascaltepec,El Peñón,1770,1060,18,['light yellow'],9.4,17,medium altitude,temperate,abundant
maíz raza olotillo,Chiapas,Venustiano Carranza,Miguel Hidalgo,592,1105,25,['white'],,,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Llano Zacatillo,1138,1009,22,['creamy white'],9.6,17.615,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Comitan de Dominguez,Francisco Sarabia,1556,1308,18,,,,medium altitude,temperate,abundant
maíz raza olotillo,Chiapas,Comitan de Dominguez,Francisco Sarabia,1556,1308,18,['light yellow'],,,medium altitude,temperate,abundant
maíz raza olotillo,Chiapas,Comitan de Dominguez,Francisco Sarabia,1556,1308,18,['light yellow'],,,medium altitude,temperate,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,"La Gloria Huiltepetl, Camino Santa Rosa Cintepec-Juan Díaz Covarrubias",200,1556,25,['creamy white'],12.2,16.17,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,La Tixca,529,989,25,['creamy white'],10.75,13.675,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Tuxtla Gutierrez,Emiliano Zapata,886,993,23,['white'],,,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Tuxtla Gutierrez,Emiliano Zapata,886,993,23,['orange-yellow'],,,low,semi-warm,abundant
maíz raza olotillo,Guerrero,Coyuca de Benitez,Paso Real,94,1129,27,['creamy white'],13.6,18.6,low,hot,abundant
maíz raza olotillo,Hidalgo,Atlapexco,Tecacahuaco (Piedra Hueca),328,1487,23,['orange-yellow'],9.4,14.11,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,Tixtla de Guerrero,Almolonga,1696,1075,20,['creamy white'],8.8,19.4,medium altitude,temperate,abundant
maíz raza olotillo,Hidalgo,Xochiatipan,Cruzhica,313,1453,23,"['yellow', 'red-orange', 'yellow', 'red-orange']",9.6,18.6,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Xochiatipan,Cruzhica,313,1453,23,"['yellow', 'red-orange']",9.6,18.6,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,Marques de Comillas,Nuevo San Isidro,136,3051,25,['white'],,,low,semi-warm,very abundant
maíz raza olotillo,Tamaulipas,Palmillas,Ej. Palmillas,1281,526,19,"['creamy white', 'light yellow', 'medium yellow', 'orange', 'blue']",12.4,16.356,medium altitude,temperate,low
maíz raza olotillo,Veracruz de Ignacio de la Llave,Papantla,"Rancho la Playa, Comunidad Rancho la Playa",12,1298,24,['creamy white'],11.8,17.62,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,El Ocote,926,902,23,['creamy white'],9.55,16.51,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Lucas Ojitlan,San José Lagunas,89,2243,25,['white'],,,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Lucas Ojitlan,San José Lagunas,89,2243,25,['white'],,,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Lucas Ojitlan,San José Lagunas,89,2243,25,['white'],,,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Lucas Ojitlan,San José Lagunas,89,2243,25,,,,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Lucas Ojitlan,San José Lagunas,89,2243,25,['light yellow'],,,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Mecayapan,"Huazuntlán, Carretera Mecayapan",72,1791,26,"['creamy white', 'light yellow']",12.2,18.72,low,hot,very abundant
maíz raza olotillo,Chiapas,Tuxtla Gutierrez,Cerca de San José Terán,593,958,25,['white'],8.8,19.3,low,hot,abundant
maíz raza olotillo,Chiapas,Tuxtla Gutierrez,Cerca de San José Terán,593,958,25,"['light yellow', 'medium yellow']",8.4,19.64,low,hot,abundant
maíz raza olotillo,San Luis Potosi,Xilitla,La Conchita,553,1347,22,['light yellow'],,,low,semi-warm,abundant
maíz raza olotillo,Guerrero,Malinaltepec,Cerca de el Carrizal,1531,1520,21,['creamy white'],12.67,14.67,medium altitude,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Santiago Tuxtla,"Sehualaca, Carretera Santiago Tuxtla-Ciudad Isla",106,1588,25,['creamy white'],11.8,19.37,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,San Francisco Loxicha,508,1051,24,['white'],10,15.725,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,San Francisco Loxicha,508,1051,24,"['white', 'light yellow']",9.5,16.15,low,semi-warm,abundant
maíz raza olotillo,Guerrero,San Luis Acatlan,Ejido de Yoloxochitl,686,1871,25,['creamy white'],12.66,17.5,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Huejutla de Reyes,"Cececapa, Barrio Bajo",137,1457,24,"['yellow', 'orange-yellow']",10,17.4,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Huejutla de Reyes,Cececapa,137,1457,24,"['yellow', 'orange-yellow']",10.4,16.6,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Huejutla de Reyes,Cececapa,137,1457,24,"['yellow', 'orange-yellow']",9,17.4,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Candelaria Loxicha,El Chilar,190,1083,25,"['white', 'light yellow']",9.7,16.56,low,hot,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Ixcatepec,Ejido Ixcatepec,261,1205,23,['white'],9.2,17,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Ixcatepec,Ejido Ixcatepec,261,1205,23,"['yellow', 'red-orange', 'orange-yellow']",10.4,17.6,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Ixcatepec,Ejido Ixcatepec,261,1205,23,['white'],10,16.6,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Candelaria Loxicha,Barrio Coyote,163,1049,26,"['white', 'medium yellow', 'blue']",11.6,17.5,low,hot,abundant
maíz raza olotillo,Chiapas,Totolapa,Totolapa,661,954,25,['white'],,,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Totolapa,Totolapa,661,954,25,['white'],,,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Totolapa,Totolapa,661,954,25,"['white', 'light yellow']",10,19.9,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Totolapa,Totolapa,661,954,25,['white'],10,18.2,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Totolapa,Totolapa,661,954,25,"['white', 'dark blue']",11,15.5,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Totolapa,Totolapa,661,954,25,['white'],10,16.5,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Totolapa,Totolapa,661,954,25,['white'],,,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Codorniz,605,997,24,,9.75,21.285,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Benito Juarez,Cerca de Tlatlapango el Grande,352,1495,23,['creamy white'],9,15.04,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Candelaria Loxicha,El Caulote,174,1058,26,['creamy white'],10.1,17.7,low,hot,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Tantoyuca,San Diego,76,1286,24,"['yellow', 'white']",9.6,17.4,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,Huejutla de Reyes,Lemontitla,132,1460,24,['yellow'],10.8,16.6,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Huejutla de Reyes,Lemontitla,132,1460,24,['yellow'],10,17,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Huejutla de Reyes,Lemontitla,132,1460,24,"['yellow', 'orange-yellow']",10.4,16.8,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,Suchiapa,Suchiapa,462,989,26,,,,low,hot,abundant
maíz raza olotillo,Chiapas,Suchiapa,Suchiapa,462,989,26,['orange-yellow'],,,low,hot,abundant
maíz raza olotillo,Chiapas,Suchiapa,Suchiapa,462,989,26,['light yellow'],,,low,hot,abundant
maíz raza olotillo,Chiapas,Suchiapa,Suchiapa,462,989,26,['white'],9,16,low,hot,abundant
maíz raza olotillo,Chiapas,Suchiapa,Suchiapa,462,989,26,['white'],12,14.7,low,hot,abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,Portillo Limón,1425,957,20,['medium yellow'],10.6,15.6,medium altitude,temperate,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Mameyal,1028,988,23,['white'],9.75,13.07,low,semi-warm,abundant
maíz raza olotillo,Guerrero,Coahuayutla de Jose Maria Izazaga,Cerca de Platanillo,443,980,25,['creamy white'],11.6,16.5,low,hot,abundant
maíz raza olotillo,Guerrero,Coahuayutla de Jose Maria Izazaga,Cerca de Platanillo,443,980,25,['blue'],12,18.4,low,hot,abundant
maíz raza olotillo,Puebla,Zoquiapan,Amatlan,191,1912,24,['creamy white'],10,18.06,low,semi-warm,very abundant
maíz raza olotillo,Puebla,Zoquiapan,Amatlan,191,1912,24,['medium yellow'],10,15.5833333333333,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Tamiahua,El Naranjalito,26,1266,24,['creamy white'],13.8,15.81,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,San José del Peñasco,580,971,24,['creamy white'],9.35,15.25,low,semi-warm,abundant
maíz raza olotillo,San Luis Potosi,Tamazunchale,"Ixteamel, Barrio Ahuehueyo",229,1662,23,"['yellow', 'red-orange']",10.67,18.33,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tamazunchale,"Ixteamel, Barrio Ahuehueyo",229,1662,23,"['yellow', 'red-orange']",9.6,17,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,La Independencia,La Patria,1501,1276,18,,,,medium altitude,temperate,abundant
maíz raza olotillo,Chiapas,La Independencia,La Patria,1501,1276,18,['white'],,,medium altitude,temperate,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Cerro Peñasco,1037,977,23,['white'],10.25,14.465,low,semi-warm,abundant
maíz raza olotillo,Morelos,Tlaquiltenango,Huixastla,754,779,25,['white'],10.8,15.6,low,semi-warm,intermediate
maíz raza olotillo,Veracruz de Ignacio de la Llave,Chicontepec,Cerca de la Ceiba,169,1308,24,['creamy white'],10.8,16.52,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Chicontepec,Cerca de la Ceiba,169,1308,24,"['white', 'creamy white']",8,17.06,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Chicontepec,Cerca de la Ceiba,169,1308,24,['creamy white'],12.2,16.8,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Chicontepec,Cerca de la Ceiba,169,1308,24,['creamy white'],11.6,15.62,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Chicontepec,Cerca de la Ceiba,169,1308,24,['creamy white'],9.4,16.54,low,semi-warm,abundant
maíz raza olotillo,Puebla,Tuzamapan de Galeana,Ricardo Flores Magón,133,1814,24,['creamy white'],11,16.33,low,semi-warm,very abundant
maíz raza olotillo,Puebla,Tuzamapan de Galeana,Ricardo Flores Magón,133,1814,24,"['red', 'black']",11.4,19.72,low,semi-warm,very abundant
maíz raza olotillo,Puebla,Tuzamapan de Galeana,Ricardo Flores Magón,133,1814,24,['creamy white'],11.4,17.27,low,semi-warm,very abundant
maíz raza olotillo,Puebla,Tuzamapan de Galeana,Ricardo Flores Magón,133,1814,24,"['medium yellow', 'orange-yellow']",11,16.23,low,semi-warm,very abundant
maíz raza olotillo,Puebla,Tuzamapan de Galeana,Ricardo Flores Magón,133,1814,24,['creamy white'],11.2,19.2,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,Zihuatanejo de Azueta,Vallecito,769,1259,24,['light yellow'],,,low,semi-warm,abundant
maíz raza olotillo,Tabasco,Balancan,"Ejido Arroyo el Triunfo, Primera Sección, Subregión de los Ríos",59,1586,26,['creamy white'],12.6,18.9,low,hot,very abundant
maíz raza olotillo,Chiapas,Angel Albino Corzo,Nuevo Guerrero,641,1975,24,['light yellow'],,,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,El Parral,Parral,647,1132,24,['white'],,,low,semi-warm,abundant
maíz raza olotillo,Chiapas,El Parral,Colonia el Parral,647,1132,24,"['white', 'light yellow']",9,16.7,low,semi-warm,abundant
maíz raza olotillo,Chiapas,El Parral,Colonia el Parral,647,1132,24,['light yellow'],9,18.5,low,semi-warm,abundant
maíz raza olotillo,Chiapas,San Cristobal de las Casas,San Cristóbal de las Casas,2136,1210,14,['light yellow'],10,17.9,high,cold,abundant
maíz raza olotillo,Chiapas,Chenalho,Chenalho,1542,1397,18,['orange-yellow'],12,18.5,medium altitude,temperate,very abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,San Baltazar Loxicha,986,933,23,['orange-yellow'],10.2,15.1,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,San Baltazar Loxicha,986,933,23,['creamy white'],10.5,20.07,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,San Baltazar Loxicha,986,933,23,['creamy white'],9.8,21.055,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,San Bartolome Loxicha,1126,1028,21,,10.1,12.255,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Villaflores,Colonia 16 de Septiembre,541,1259,25,['white'],8,16.5,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Llano Liso,1103,1009,22,['medium yellow'],11.04,15.492,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Frontera Comalapa,Ejido Sinaloa,595,1328,25,['white'],,,low,semi-warm,abundant
maíz raza olotillo,San Luis Potosi,Tamazunchale,Rancho del Tepetate,110,1668,24,['light yellow'],10,14.7,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tamazunchale,Rancho del Tepetate,110,1668,24,"['white', 'dark blue']",12,15.5,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Cerro de Horno,887,999,23,['white'],9.9,13.51,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Cerro de Horno,887,999,23,['white'],10.8,14.99,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,"Popotal, Comunidad el Popotal",24,1235,25,['creamy white'],11.4,15.25,low,hot,abundant
maíz raza olotillo,Guerrero,Tlapa de Comonfort,Tres Caminos,1868,936,19,['creamy white'],12.4,19.2,high,temperate,abundant
maíz raza olotillo,San Luis Potosi,San Martin Chalchicuautla,Chiliatl,167,1486,24,['yellow'],10,16.5,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,San Martin Chalchicuautla,Chiliatl,167,1486,24,['white'],10,18,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,San Martin Chalchicuautla,Chiliatl,167,1486,24,['white'],10,14.5,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Juan Bautista Tuxtepec,Sebastopol,26,2217,25,['white'],13,22,low,hot,very abundant
maíz raza olotillo,Oaxaca,San Juan Bautista Tuxtepec,Sebastopol,26,2217,25,['white'],11,22,low,hot,very abundant
maíz raza olotillo,Oaxaca,San Juan Bautista Tuxtepec,Sebastopol,26,2217,25,['white'],12,20,low,hot,very abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,Yogondoy,896,895,23,['orange'],10,16.5157894736842,low,semi-warm,abundant
